sim_beta_c_cCond,sim_beta_e_cCond,sim_beta_c_eCond,sim_beta_e_eCond,sim_alpha,sim_q_init,fit_beta_c_cCond,fit_beta_e_cCond,fit_beta_c_eCond,fit_beta_e_eCond,fit_alpha,fit_q_init
-0.69255,-0.9787,0.79767,1.1749,-2.8234,-0.54933,-1.2729,0.10544,-0.19305,-0.45694,0.68138,-2.0277
0.37651,3.9743,2.5221,-1.5183,-0.85698,0.7921,0.60751,3.6983,2.3253,-0.49128,-0.88996,0.85281
-0.82232,1.0487,1.3424,-2.0021,1.1709,1.5979,-0.92139,0.50978,1.332,-0.031722,0.069304,0.82541
1.5559,0.094361,0.33032,0.312,1.4251,-2.1086,1.4916,-0.91445,0.67159,1.1344,-0.24541,-1.9757
3.1293,-1.2276,1.8233,-1.7357,1.6962,-0.54555,3.1521,1.4106,1.658,-1.4475,1.9159,-0.31095
1.192,1.027,0.37698,-1.7525,-0.73725,2.3787,1.5257,2.0804,0.75183,-1.7584,-1.391,0.95147
-0.76678,-0.62542,-1.5342,2.4019,1.4329,-1.615,-0.023717,-1.3589,-0.8598,2.3408,1.0963,-3.1738
2.0188,2.1513,0.49539,0.36086,-2.1528,4.1708,1.727,2.9256,1.7137,0.37785,-2.5404,2.1863
2.9366,-0.082213,-0.7615,-0.92044,0.51417,4.3259,3.1409,2.1033,-0.98018,-0.0066039,0.42518,1.931
-0.22167,2.7803,-0.081487,2.3517,-0.31811,2.5842,-0.92839,2.8679,0.12998,2.0791,-0.0094923,3.1037
1.6398,0.99153,2.5438,3.5341,-1.0166,1.4349,1.3157,1.6019,2.0993,3.691,-0.96256,1.0244
-1.2291,-0.19652,-0.56927,2.9525,-2.176,4.6221,-1.1169,1.4511,-0.60133,3.8134,-2.9369,2.0646
1.8296,3.1271,2.027,-1.3892,-0.9392,1.0948,1.8304,2.8521,1.5398,-0.11845,-0.38916,1.346
-0.22889,1.2119,-1.8222,-0.4224,-2.3853,0.20103,-0.35487,-0.041151,0.16047,-1.5163,-0.092626,-0.58414
1.5081,2.4824,-1.1793,2.1991,-3.2123,-1.1687,1.1312,2.0047,-0.049619,1.2324,-2.9665,-2.1946
2.2157,0.7129,-0.25022,-1.337,-3.2397,4.1188,2.6865,-0.038272,-0.54295,0.58543,-3.2422,2.9555
0.87388,3.5991,0.45185,1.6133,0.27004,4.1739,-0.25785,4.0623,0.43126,1.9355,0.044071,2.5106
2.3159,3.3254,-1.0907,-0.066693,1.4113,3.4543,1.8328,3.3477,-0.64609,0.27687,2.1098,2.747
2.0778,4.3359,2.2343,0.4514,-0.012432,2.0837,0.14728,4.6674,2.245,0.57841,0.28218,2.1569
1.138,0.04228,-0.080707,1.6293,-0.47286,3.1321,1.1356,-0.51669,0.27545,1.4547,-0.38936,2.5953
1.8486,1.5284,1.0134,3.4176,0.62073,0.99318,2.1074,1.6551,-0.18428,3.373,1.5696,1.111
2.0405,0.55675,-0.28782,2.3194,-0.33177,-0.7611,1.9943,-0.88373,-1.6968,1.9049,0.87029,-2.1353
-1.0707,2.2445,-0.86017,-0.51365,0.56159,1.0204,0.68489,2.0116,-0.54227,-1.0202,0.30802,0.64346
0.56158,-1.0667,0.51054,1.6647,-0.97942,-1.884,-0.14314,0.18633,0.75251,1.5798,-0.61424,-2.0183
1.7806,-1.6835,0.8593,-1.7519,-1.5336,3.3054,2.137,-0.87784,1.4824,-1.2704,-1.8351,2.6999
2.0995,2.2913,0.20917,1.76,-2.5774,-0.19162,1.7922,-0.35287,1.2344,-0.19182,-2.3196,-0.57279
2.2829,-0.44926,1.237,0.46323,-1.0371,-0.65208,1.9832,1.5927,1.6576,1.1281,-0.77331,-0.39717
-1.4267,1.973,0.80956,3.168,1.7492,0.95328,-1.49,2.3845,0.97707,2.7411,1.5496,1.0829
-1.2638,2.8329,2.3999,4.0431,-2.9152,2.2606,0.083883,2.587,4.189,4.2211,-2.6575,2.7571
2.7206,4.1253,-1.0798,1.7963,-2.4173,-0.71962,2.9153,3.6001,-1.2477,0.27363,-1.3734,-2.4509
2.4353,3.4751,1.5404,-1.3071,-0.53135,0.5718,2.5733,3.5685,1.7344,-1.3283,-0.6179,0.53971
2.2246,-1.0182,-1.8111,2.4567,-0.392,3.941,2.2025,-0.090133,-0.055222,3.2104,-0.97054,2.0549
-1.1361,3.5729,-0.093343,2.2056,-3.5235,1.3861,-0.32091,2.7102,1.5248,1.1023,-2.7703,3.1639
-0.84816,3.2479,2.6433,1.9039,0.9213,1.7935,0.88793,3.6554,2.6902,2.0462,0.69457,1.2194
2.6543,-1.0094,-1.9662,2.7692,-1.0963,2.3797,2.5102,0.73613,-0.88151,3.0788,-1.2113,1.9869
-1.3227,2.1519,-1.051,3.7101,-0.2889,-0.039612,-1.0513,2.256,-0.84397,3.8621,-0.79783,0.04031
1.3284,-0.29727,0.69988,-0.39379,-1.2127,-1.4407,0.90206,-0.37681,-1.5994,-0.03885,-0.01961,-0.97157
2.0699,2.0259,0.70056,4.1905,-0.52518,-2.1661,2.4267,1.7753,-0.23028,4.6625,-0.19682,-2.9591
-0.27165,3.3,1.82,3.1592,0.42456,3.3496,0.99354,3.291,3.7403,5.019,-0.35448,1.7946
0.91065,3.5449,1.4163,-1.9826,-3.4735,2.2652,-0.24134,4.4473,0.92919,0.87274,-2.7275,2.4704
-0.59259,3.3603,-1.1237,4.2974,-1.5488,0.75769,-0.22037,2.7506,0.00537,4.3229,-0.94921,1.2946
-1.4433,1.6028,-1.2973,1.7088,-1.2303,1.6235,-1.2814,1.4271,0.032235,1.4563,-0.72879,2.4248
0.14679,-1.5001,-0.18481,2.1051,0.3492,2.1821,0.74782,-1.5358,0.68327,2.7509,-0.82119,1.2277
2.6364,3.6113,2.2849,-1.5928,0.76823,-0.061047,2.6643,3.5542,2.0536,-0.39613,1.2852,-0.2887
-0.18294,-0.26668,-0.56915,-0.60123,-1.4223,0.71433,-0.29039,0.57575,-0.37674,-0.19451,-3.8575,1.5422
1.0852,0.55634,-0.61161,4.3245,0.87124,2.3913,1.2526,0.57487,0.83116,4.0898,0.91671,2.5382
2.6389,-0.28022,-0.88825,0.30833,0.9113,4.274,2.6019,-0.68121,0.29439,0.0319,0.48049,2.6775
1.9319,0.30234,-0.042359,4.3254,1.2886,-1.9275,1.8077,1.1984,-0.24152,3.9633,1.9588,-1.7383
-0.61707,3.2514,-0.30301,-0.68147,-0.6328,2.1235,0.7074,2.8266,-0.58054,0.020572,-0.3678,3.1788
1.129,3.9622,2.3911,0.86642,0.39202,3.5699,0.32991,4.1403,2.5945,0.79546,0.50941,3.7998
1.3061,-0.4368,-0.65742,-0.94065,-1.192,-2.5131,0.99071,-0.95121,-1.372,-1.0415,0.31486,-3.7401
-0.6032,1.4166,0.060506,-0.2305,-1.4277,-0.70382,0.21875,-0.086502,-0.88913,-0.25198,1.5368,2.0879
2.1824,3.9727,-0.576,-1.0722,1.324,-0.81305,3.5698,4.8921,0.21907,-0.81161,1.3132,-0.98696
0.29627,0.3928,0.66555,1.7494,-2.0485,3.2733,0.65558,0.86972,-0.96866,1.9186,-2.4575,3.1702
-0.82057,1.8684,-1.8486,-0.055697,1.5609,0.82747,-1.4104,2.2273,-1.4498,-0.31165,2.3469,0.7501
2.9625,1.7991,-1.3979,2.5831,0.21256,-2.3813,3.0483,1.4216,0.39516,2.9534,0.18319,-2.657
-0.26025,-0.92301,-1.0293,2.5434,-1.8152,3.5994,-0.21186,-1.6505,0.20095,2.6659,-1.8953,3.0806
0.63649,3.8216,0.9068,4.337,-1.5353,0.11271,0.33982,4.1004,1.3984,3.9159,-1.6068,0.042019
-1.0675,3.1289,-0.11286,-0.6861,1.1511,2.8849,-0.29444,3.061,-1.7847,-0.42279,1.0125,2.2221
-0.37822,0.90007,-1.4716,2.7821,-3.818,1.5988,0.19095,0.34219,-0.10663,2.1465,-4.1407,2.9095
0.70948,0.69769,-1.0642,-0.27474,-0.61572,1.8298,1.7572,0.79007,-0.59671,-1.375,-2.0798,1.1989
-1.071,4.0242,-0.77977,-1.1675,-2.4243,3.1482,-0.017871,5.1772,-1.2645,-0.40491,-2.6082,2.2005
1.003,0.49366,-1.011,-1.0275,-0.19977,2.3601,1.0881,-0.37734,-0.50537,-2.0949,0.11398,1.8325
0.065348,3.327,0.43695,3.5719,-1.1676,1.2088,0.22317,3.4685,-1.0881,3.6575,-1.4869,0.86217
1.3602,1.6821,1.7044,1.5628,-3.0133,2.6194,0.96769,1.6504,1.7389,0.95482,-2.3005,3.4936
-0.43608,3.1288,0.92777,-2.1415,-4.1176,-2.4429,-0.30495,2.8498,0.69435,-0.72094,-3.5388,-2.9604
-1.1851,0.52903,1.8366,2.9897,-3.2963,-2.2343,-0.075657,-0.37706,-0.34839,3.3552,-3.0153,-2.2754
1.0636,3.8051,2.403,-0.076364,-0.29784,1.3744,0.95842,3.1492,2.2525,-1.3233,0.12108,1.8682
0.92939,-1.8169,0.52825,2.1774,-1.3833,2.765,0.44655,-0.16087,1.464,2.4432,-1.2456,2.9095
1.0163,3.605,1.6195,2.5303,-2.7292,-1.298,-0.46877,2.925,0.088832,2.352,-2.3386,-2.2346
1.9865,2.6612,-1.2845,-0.12237,-1.5257,-0.34318,2.2735,3.7898,-0.8401,-0.18214,-1.9547,-0.1999
0.61048,3.2047,1.5754,3.7501,0.5512,4.2011,0.046221,3.5473,0.010534,4.285,-0.30308,2.0518
2.2342,4.0597,-0.0010718,-1.3521,0.44427,1.7551,2.8393,4.3972,0.96958,0.26606,0.1943,1.3393
2.5101,3.7429,1.0711,2.2363,-1.9042,3.5034,1.1837,4.009,1.3465,2.1098,-1.5292,4.361
-0.36841,0.69353,-1.2225,0.23879,-1.5611,-1.6407,-0.74673,-0.91241,-0.13119,0.38782,-0.59773,-1.7738
0.63453,1.4602,1.1723,3.0059,-3.7975,2.2435,-0.24673,1.4423,0.10799,3.582,-2.9723,3.3485
2.4147,1.7867,-1.9157,4.2799,1.4308,0.25399,2.7778,-0.48443,-0.43633,4.6037,0.31033,0.11904
0.21332,2.2295,2.2441,0.14443,-3.395,4.0805,-0.48774,2.625,2.3525,0.64952,-3.4615,2.8924
1.1085,-0.40341,-1.3255,3.1626,-3.5697,3.905,1.8241,0.14554,0.32658,3.1288,-4.0083,2.1825
-0.58947,2.5961,-0.083656,4.2286,-2.6705,-2.5296,-0.27336,2.5552,-0.20035,3.8847,-2.6561,-2.2754
1.5796,2.7573,-0.57863,0.69025,-2.8954,-0.29025,0.92829,0.90958,-0.61712,-0.85919,-1.6284,-2.2259
1.1375,3.6916,-0.91057,1.3241,0.16534,1.2561,0.44736,5.2526,-0.46372,1.3087,-0.099553,0.72673
-0.75315,0.38263,-0.075318,3.9966,0.83278,-1.9963,-0.9734,0.027994,-0.3461,3.8777,2.4647,-2.3179
0.55973,3.3461,0.33667,3.9754,-0.82554,-0.61421,0.6838,3.0472,-1.0776,3.68,-0.84417,-0.81652
0.85,2.9984,-1.4271,-1.3842,-2.3624,1.5348,-0.77531,3.0945,-1.1091,0.2345,-2.424,1.2922
0.49475,-0.7601,1.5913,-1.404,-3.1617,2.9619,0.26824,0.35909,2.4798,-0.37738,-3.8018,1.6714
0.47402,2.6655,1.763,-0.4593,-0.37108,4.6375,0.48329,3.5111,1.8167,0.86252,-0.43018,2.8003
0.31402,0.42804,0.47207,-1.6274,-3.9015,-0.73909,-0.49253,0.88884,-0.8725,-0.14324,-2.9158,-1.4541
1.8632,-0.028691,0.36578,3.686,1.2069,-1.672,1.486,1.135,-0.26388,3.9086,2.209,-2.3377
-1.0696,-0.988,-2.0656,-0.81703,-2.8335,1.1514,-0.94701,-1.3319,0.19866,-0.85694,-0.22428,-0.95525
1.7986,1.012,1.3553,2.3097,-2.0071,-1.8634,2.1286,1.3308,0.93375,2.328,-2.1971,-1.6849
0.94727,2.3127,-0.21123,0.49543,-2.8408,-1.3765,-0.29054,2.5921,0.95993,-0.80577,-2.8232,-1.2001
1.7692,0.99543,1.655,-0.72852,0.91175,4.3486,1.9321,1.4294,1.9078,-0.52917,0.39235,2.3278
-0.44618,-0.7407,-1.6472,-2.1477,-1.8995,-2.2781,-0.32376,-0.23589,0.18159,-1.332,-2.127,-0.76123
0.86445,3.3264,1.3918,0.017445,-1.2431,-2.354,-0.43084,5.1548,1.1782,0.24089,-1.0059,-2.1187
0.21579,1.2491,-1.4927,2.6562,-2.7821,1.1884,-0.6754,0.55824,0.16186,2.1986,-2.7844,1.8399
0.4852,1.4945,-0.25543,-0.25315,1.1129,1.1415,0.056299,1.8105,-0.88474,-0.30965,1.1626,0.74452
0.55898,4.2392,-1.5275,-2.0881,-2.6654,2.566,0.17886,3.6776,-0.61755,-0.75205,-2.7271,2.3142
2.4123,0.85376,2.1712,2.3219,-3.9128,3.2695,2.3382,0.72998,0.11373,3.3737,-3.977,2.7306
-0.46739,3.3433,-1.1311,3.346,-3.7673,2.2219,0.39188,2.9762,0.041008,3.5753,-2.9746,2.9501
-1.4464,3.2129,2.2234,-1.2931,-0.27565,-0.58612,-0.49786,2.9888,2.0752,-1.2715,-0.39866,-0.6407
1.5718,3.6928,1.4819,-1.6579,1.1791,-1.6795,1.2642,3.6802,1.5907,-1.009,1.13,-0.88233
0.018634,0.27298,-1.4343,-0.3729,-1.3841,2.1558,-0.46371,-0.7089,0.89926,-0.12802,-0.57255,1.1881
1.1033,3.1487,-0.59192,2.5174,-1.1034,0.76976,0.82946,3.0927,-0.75756,2.0486,-0.91441,0.89827
2.5713,-0.49896,-1.6458,3.8923,1.6793,-1.7634,2.8574,-1.087,0.04465,4.1568,1.4819,-2.14
0.85047,2.1408,0.74884,0.20556,-2.3453,-0.91475,-0.13541,1.2994,-0.33239,0.37908,-1.108,-1.9596
2.8736,0.59102,0.57031,3.7037,0.71893,2.7682,2.6647,1.6225,-0.39398,4.0385,1.2402,2.3438
1.0684,3.7538,-1.4833,4.2379,-2.8412,-0.91906,1.3426,2.8515,-0.18251,3.349,-2.0108,-2.3185
-0.67356,3.2682,-0.40095,1.483,1.3675,4.2053,0.035451,3.1257,-1.0288,1.8907,1.0843,2.7514
-0.50071,-0.64775,2.226,1.5648,-2.8981,2.5595,-1.3597,-1.1641,2.5947,2.2131,-2.34,2.696
-0.99066,-0.83808,2.3067,3.6182,1.6651,1.0047,-1.8708,-0.55719,2.563,3.6761,1.2655,1.2501
2.1133,4.2005,1.6254,1.7536,-2.4517,3.3201,0.44327,3.8964,0.91182,1.9117,-2.1882,4.3971
0.89381,-0.36067,-1.4321,-0.75818,-2.1837,3.8671,0.83608,0.020544,-0.71274,-1.4715,-2.8303,2.8147
-0.44884,1.0682,0.91858,-2.0705,0.97508,1.861,-0.91117,1.3296,0.94766,-0.2298,0.6747,1.6285
-0.72529,4.2218,-0.5949,-1.9926,-1.4582,1.3818,0.10844,4.0271,0.22367,-1.643,-1.5233,1.2104
2.9357,1.676,-1.4364,1.2436,0.48623,-1.0381,3.1123,2.6072,-1.6693,1.1101,0.69184,-0.65468
-0.47305,2.1431,-1.2963,-0.75433,-0.15383,0.022246,0.65449,1.3439,-0.72678,-0.6588,0.28218,0.16191
1.0283,-0.3486,2.4011,1.7215,0.79476,0.70632,1.2426,-1.2966,2.1886,1.4488,0.78878,0.38936
-0.22937,1.9924,-1.1015,4.0505,0.30373,-1.0625,0.082859,2.1837,-0.30509,4.1749,0.8536,-0.59432
2.5592,-0.23146,0.53074,0.97388,-1.2048,3.5466,2.6613,1.3752,1.0011,0.73446,-1.1625,2.8475
0.22617,3.5937,1.4866,-0.94211,-0.29584,3.6905,-0.87901,3.9942,1.3586,-0.9269,-0.10547,4.1468
1.7583,1.6424,-0.6084,3.8836,-3.5572,2.3534,2.188,0.27195,0.10082,3.5489,-3.4761,2.5782
0.59362,2.239,1.6536,-0.47698,-3.4866,1.7448,-0.70794,2.5228,2.3647,-0.51405,-3.2169,1.4095
1.6076,-0.31723,-0.79721,4.0559,-3.0829,1.8025,0.71346,0.50024,0.064188,3.8445,-2.7435,2.7846
2.3506,-0.39461,0.44244,0.70758,1.3687,4.1706,2.4553,-0.98029,0.22156,0.98051,0.9458,2.5939
2.1114,3.6122,2.6179,3.5744,1.5036,-2.0693,0.03361,4.1283,2.0652,3.013,2.5159,-2.7111
1.1992,2.4462,-0.91823,-1.5178,-3.0666,1.8925,-0.16423,2.5326,1.0774,-1.0674,-2.5072,2.4105
1.4681,-0.2174,2.4485,0.38922,-2.0324,0.64138,0.9615,0.92778,2.3194,0.10202,-1.8327,1.0467
3.0914,3.5852,-1.3515,-0.40865,-0.18143,3.3392,2.8553,3.7891,-1.4743,0.28255,-0.18359,2.5419
-0.36009,-0.80891,0.96155,-1.7539,-0.19648,-0.73771,0.79957,-0.2235,1.4918,-1.3799,-1.3305,-0.84414
2.7767,1.2841,-1.7125,-0.39183,1.1824,0.5599,2.7251,2.3154,-1.3133,-0.66186,0.33921,0.17982
-0.23311,-0.85735,2.1306,2.3302,0.90932,2.4003,-0.11611,-1.2813,2.1227,2.2566,1.6046,3.2443
0.11582,1.0608,0.19736,3.0362,-2.3073,1.8238,0.79209,1.8702,0.17609,3.7296,-2.9,0.89762
2.412,3.6907,2.625,-1.1358,-1.112,4.182,1.5032,3.9864,2.52,0.19287,-1.1518,3.87
-0.0050847,4.1549,-0.067767,1.8765,1.4269,3.2217,-0.68526,3.5867,0.42605,1.897,1.6917,3.2671
0.92626,-1.2609,-1.6913,-1.8325,1.2748,0.64711,0.96994,0.55042,-0.91284,-1.3309,2.0466,-0.37595
1.1418,4.0749,1.1627,0.44359,0.25965,3.6836,-0.058026,4.6867,0.55851,0.45848,0.23141,3.4906
0.3822,0.6772,0.83646,-0.22509,-3.9251,2.9282,-0.64558,1.0045,1.3524,-1.0237,-3.0003,2.918
1.0289,-1.6439,1.2,2.144,-1.4366,1.6122,0.69602,-1.5657,0.31075,1.7491,-1.1369,3.1952
0.40476,0.34774,-1.0044,0.90313,-2.0132,1.0248,0.13447,-1.0181,-0.81892,0.68432,-0.5897,1.8956
-1.0104,1.8007,1.6092,2.2471,-1.035,2.8666,-0.4795,1.976,1.6808,2.4363,-1.2236,2.1654
0.78475,2.9727,-1.8538,2.1458,-1.5293,-1.4597,0.25558,3.323,0.46283,1.9586,-1.2495,-1.1007
2.4786,-0.085119,-1.6381,0.13295,1.1861,3.7507,2.6607,-0.55823,-0.87352,-0.18277,1.3738,2.4955
3.0902,-1.3815,1.6634,3.8105,-0.17494,0.74849,3.1757,2.6534,1.5978,4.226,0.37975,0.41327
0.50652,0.38369,1.5498,-2.1264,-0.46138,2.9819,0.58744,-0.19533,1.8372,-1.7509,-0.85711,2.9507
-1.3817,2.276,-0.69869,1.8614,0.1335,-0.020357,-1.2422,2.6038,-0.96209,1.9559,-0.48435,0.079262
2.6513,2.52,1.6621,-1.5874,-2.4186,2.5126,2.934,2.738,1.4857,-0.67323,-2.3892,2.3741
-1.3971,1.0463,0.51383,1.2735,1.3131,-1.578,-1.2453,1.0107,0.63425,1.0103,1.7072,-2.5224
-0.47132,4.2542,0.90881,-1.3065,1.4142,1.1281,-0.022532,4.3101,0.97513,-1.5033,2.4327,0.98793
-0.035301,-1.1647,-2.0533,-0.77438,-3.9816,-1.4882,-0.92263,0.89777,-1.0987,-1.3151,-3.8187,-1.2875
0.71489,-1.2477,0.26029,2.1075,0.48887,-1.8559,-0.10558,0.65545,0.80261,2.0401,2.0901,-1.9679
-0.49322,0.89525,-1.0937,-1.3416,-1.6294,1.3091,-1.0204,1.4439,-0.3244,0.67296,-2.5524,1.148
0.25979,-0.28195,1.0897,1.3266,-3.3712,0.56287,-0.092472,-0.19798,-1.2492,0.95231,-2.6275,0.85963
-1.1215,1.4737,0.46898,-1.9502,-2.2856,0.7738,0.24683,0.48144,1.0013,-1.5258,-1.1741,-0.29379
1.921,2.446,-0.82063,-2.0874,-3.0772,0.25625,1.5174,1.5545,-0.95693,-1.3147,-1.9024,0.76562
-0.54127,-1.3702,0.0064649,-1.4886,-4.1166,2.4855,-1.2095,-0.031609,-0.0604,-0.76894,-3.6676,1.0578
3.2262,0.87631,-2.0004,-2.1433,-0.8088,-0.44082,3.1721,1.1536,-1.22,-0.44806,-0.53025,-0.36429
2.3204,0.15603,-0.10634,2.5055,1.5297,-1.4434,2.1351,-0.53759,-0.34347,2.2752,1.4709,-1.8721
0.47219,0.49406,2.076,1.9727,-0.88848,4.0302,0.26176,0.7801,2.2156,1.8157,-0.85854,3.6462
0.72901,-0.67496,-1.781,3.6479,-2.8409,0.17552,-1.3982,-0.50395,0.58542,1.8236,1.6235,1.3291
2.0994,-0.2118,1.6129,-0.74287,-1.1895,-0.97879,1.6819,-0.67446,0.99005,-1.5731,-0.074768,-2.311
-0.28015,-1.3697,-0.083252,0.64456,0.20084,3.8366,-1.5478,-0.76562,-0.15923,0.45646,0.61493,2.9634
1.6719,3.7574,-1.5913,2.4259,-2.4943,2.7184,-0.61266,3.3103,-0.82885,2.5678,-2.5382,2.3497
-0.49743,2.7395,0.79489,-1.7506,-2.2304,1.417,0.36861,2.3853,0.77022,-0.95135,-2.3042,1.6485
2.023,3.3209,0.024798,-1.5403,0.019044,1.7281,2.0346,3.1514,-0.83477,-0.42262,0.6747,2.131
-0.4073,2.6874,0.45419,-0.53346,-2.7663,2.8854,-0.71341,2.3257,0.15166,-0.025667,-2.5428,2.9988
-0.45488,3.8922,-0.84802,-1.0888,1.5251,4.1923,2.6142,4.4012,-0.68515,-1.8447,0.50886,1.3521
-0.42889,3.3011,-0.093598,-0.45476,0.54988,-2.3887,-0.87392,3.9081,-1.1224,-0.035237,0.31419,-1.8101
0.30014,3.2962,1.5241,1.5122,-2.9411,1.5117,-0.43926,2.8171,1.3317,1.38,-2.5744,2.0107
1.6401,1.1379,-1.1763,4.2904,1.377,1.1792,2.1236,-1.0705,-0.062181,5.0595,-0.22942,0.41566
0.13272,1.6949,-1.5749,1.287,1.7599,4.5264,0.78111,1.4225,-0.36741,1.3945,0.62356,4.2232
-0.9403,1.7172,-1.6123,-0.15716,-2.5867,3.9078,-0.83601,2.475,-0.5198,-0.82917,-2.8568,1.7074
-0.70575,4.1552,-1.3968,3.9987,-2.789,1.1279,-0.79405,3.8282,-0.16123,3.8329,-2.3103,1.9951
-0.014292,0.97725,-1.5906,4.3389,-4.0111,1.5644,-0.78404,0.65704,0.11227,3.4127,-3.7858,2.716
1.3768,1.5792,-0.94965,1.3152,-3.653,0.16332,0.25906,-0.11468,-0.5369,-0.68887,-1.8521,1.4956
1.6139,4.1172,0.82509,2.8442,-2.911,4.4759,0.094612,3.2975,0.051253,2.823,-3.5869,2.9748
2.5568,1.6107,-0.41037,4.2856,1.6766,2.3388,2.7088,2.4778,0.2147,3.8869,1.5086,1.5078
-0.75712,4.3283,2.6066,-0.66407,-1.3087,-0.76219,0.14623,4.6716,2.6481,0.70607,-1.5988,-0.4425
2.5037,-0.30637,2.2857,-1.6956,-0.72537,-0.99482,2.6557,1.7657,2.5829,-0.019643,-1.1379,-0.93075
-1.0667,4.1613,0.60366,1.66,-3.0225,1.7219,-0.10665,3.9208,0.20636,1.4191,-3.0615,2.1579
2.8477,1.0802,1.8257,-1.3912,-4.1024,-1.7711,2.0258,2.0081,1.4223,-0.58229,-3.2214,-2.8035
0.42638,2.8024,0.89335,2.0838,1.47,2.1779,1.1783,3.3251,0.168,2.1076,1.9121,1.9383
1.9794,1.4016,2.5445,3.4709,-1.7103,3.1016,2.072,1.8333,3.0573,3.4607,-1.7704,2.6357
-0.71955,1.9619,-1.6036,-1.0551,0.36658,0.3323,-1.6062,2.0603,-1.2317,-0.075156,-0.71035,0.20857
1.7772,3.6768,2.2591,2.4351,-4.0936,-0.52436,2.8642,0.37123,1.5512,0.64344,-3.9719,-1.5589
0.39461,2.1932,-1.7007,1.224,-1.5157,-1.9117,-0.43544,2.2033,-0.90968,0.92832,-1.5585,-2.7786
-0.18579,-0.6343,-1.5435,4.1964,-0.69953,-1.1222,-0.13607,-0.34612,0.29144,4.5416,-0.28863,-1.9642
-0.2483,0.35569,-0.76065,0.28588,-1.7751,2.9348,0.28197,-0.63774,1.3892,-0.67157,-2.5267,1.6888
0.20916,-0.34064,-1.2113,-1.638,0.18272,2.0373,-0.97803,0.55816,-0.91435,-0.04753,-0.16759,-0.5705
1.4591,-0.51195,-0.81373,3.0795,0.9629,-0.18349,0.64792,0.35587,1.1193,3.3016,1.3488,0.017148
0.73163,2.9756,0.85345,2.4405,-3.2713,-0.085453,0.1707,1.0256,0.13257,1.0101,-1.113,-0.1768
-0.68957,1.0091,2.5363,-1.0383,1.1879,-1.5285,-0.80419,1.4068,2.4044,-1.6914,1.2186,-0.45261
1.5285,-1.1638,0.88278,2.6182,0.89533,3.953,1.6112,-1.3875,0.5401,2.7006,2.0669,3.1304
0.72495,2.7841,-0.50449,0.99731,0.59606,1.5746,0.96482,2.9876,-0.87746,1.1994,0.77875,1.2563
-0.82904,3.8472,0.78686,2.8717,-3.1172,3.3494,-0.031197,3.6768,0.4309,2.9056,-3.0125,2.5784
0.053625,3.4393,0.76574,3.062,1.5687,2.5402,-0.83607,3.4964,1.6312,3.5937,1.4711,1.8914
3.0024,0.32987,2.3459,0.89364,-3.2412,3.029,3.3733,0.38973,2.1898,1.7624,-3.5716,2.2573
-1.3654,-1.2996,-1.8319,3.6258,-3.8557,-1.7632,-1.3297,-0.96217,0.099917,3.7116,-3.5548,-2.1941
-1.2227,1.6807,-0.30596,-0.74226,-3.3399,-2.5388,-0.95201,1.8915,0.29137,-0.8283,-3.7755,-1.8424
2.7127,4.1917,0.51819,0.011756,0.50072,1.825,1.7666,4.1031,0.90369,-1.2326,0.20197,1.2069
3.0956,0.25779,-0.61732,1.5069,-1.1932,4.4484,2.9047,-1.3257,-0.1578,1.6556,-1.2398,4.0156
-0.32416,-1.5745,2.5357,0.50005,1.4479,3.7356,-0.14248,-1.6531,2.4798,0.015721,1.8169,2.5699
2.1397,-1.4812,1.4347,-0.66413,-1.7216,-0.16522,1.4403,0.41464,0.68743,-0.34403,-0.25302,-1.1258
2.8405,2.254,1.4581,3.2089,0.57559,-1.886,3.0609,2.6601,1.7011,3.1689,0.46941,-1.4362
1.4619,-0.27488,-1.1875,-0.2512,0.31941,-1.7832,0.95372,0.88185,-1.2011,0.37991,1.9233,-2.0093
-1.0921,1.3663,-0.21194,0.64665,-0.9747,1.3683,-1.6931,1.5078,-1.3424,0.76137,-0.9381,2.0926
-1.2121,2.2502,-0.11395,2.6092,-2.6873,-2.2658,-1.1158,2.6662,-0.10777,2.8234,-3.0832,-1.555
3.0603,0.29127,0.51624,-1.4888,-3.4494,1.5469,3.0996,-0.30699,0.73882,0.28991,-3.4578,1.441
-0.31788,0.29867,-1.699,0.28513,-0.36701,-1.4987,0.70899,-0.82121,0.1855,0.68795,-1.5669,-0.87774
-0.65001,2.6355,-1.7736,3.7574,1.2062,4.5408,-0.58948,2.2926,0.23781,3.705,1.2791,3.4934
1.8473,1.8094,0.011725,-0.73592,-3.0608,1.0964,-0.37053,2.1222,-0.46344,-1.0433,-2.431,1.3864
0.14827,-1.8353,1.9531,2.7687,-1.8395,0.59757,-0.66842,-0.19465,1.1593,2.1931,-1.0817,0.6942
3.2386,0.78847,-0.77581,-0.45297,-4.081,1.5561,0.58486,3.0177,0.19407,-1.0038,-2.8365,1.9614
0.39103,3.7333,1.6224,-0.67749,-2.3552,-2.0683,1.9487,2.9536,0.70282,1.1365,-2.3843,-2.7132
-1.235,-1.3843,-0.77225,-0.74955,-2.2648,2.4403,-1.1857,-0.35926,-0.32836,0.14447,-2.716,0.9934
0.94785,3.6767,0.57841,-0.1583,-2.547,3.6148,-0.16051,4.0619,-1.0912,1.1219,-2.9996,2.1259
